Country,Admin 1,Market,Commodity,Price Type,Year,Month,Price,Trend,PEWI,ALPS phase,Data Type,Unit,Currency,Upper (95%) CI,Lower (95%) CI,Forecast Methodology
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2010,04,,,,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2010,05,,,,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2010,06,,,,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2010,07,2.15,4.07,-1.275,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2010,08,2.15,4.14,-1.29,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2010,09,2.6,3.86,-0.815,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2010,10,2.6,3.51,-0.593,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2010,11,,,,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2010,12,,,,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2011,01,3.2,2.91,0.192,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2011,02,3.2,3.21,-0.006,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2011,03,3.5,3.8,-0.201,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2011,04,,,,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2011,05,6.75,4.74,1.33,Alert,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2011,06,6.75,6.22,0.352,Stress,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2011,07,6.75,4.87,1.242,Alert,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2011,08,6.7,5.22,0.974,Stress,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2011,09,5.4,4.88,0.346,Stress,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2011,10,5.6,4.77,0.557,Stress,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2011,11,4.05,4.48,-0.292,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2011,12,,,,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2012,01,,,,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2012,02,4.05,4.15,-0.071,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2012,03,3.71,4.53,-0.56,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2012,04,5.6,5.3,0.207,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2012,05,6.1,5.76,0.234,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2012,06,7.33,7.1,0.164,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2012,07,5.8,5.61,0.135,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2012,08,5.84,5.81,0.021,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2012,09,5.88,5.52,0.26,Stress,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2012,10,,,,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2012,11,4.29,4.85,-0.409,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2012,12,3.65,4.76,-0.81,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2013,01,4.05,4.36,-0.225,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2013,02,4.02,4.45,-0.321,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2013,03,,,,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2013,04,5.9,5.76,0.106,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2013,05,6.75,6.27,0.361,Stress,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2013,06,,,,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2013,07,5.88,5.97,-0.072,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2013,08,6.47,6.24,0.175,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2013,09,8,6.28,1.306,Alert,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2013,10,8,6.22,1.334,Alert,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2013,11,6.15,5.6,0.413,Stress,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2013,12,5.51,5.47,0.03,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2014,01,,,,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2014,02,5.14,5.19,-0.039,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2014,03,5.25,5.64,-0.303,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2014,04,5.3,6.21,-0.705,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2014,05,6,6.78,-0.606,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2014,06,6,7.65,-1.273,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2014,07,6.2,6.48,-0.217,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2014,08,,,,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2014,09,9,7.09,1.465,Alert,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2014,10,6.5,6.63,-0.103,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2014,11,,,,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2014,12,,,,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2015,01,,,,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2015,02,,,,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2015,03,6.5,6.14,0.276,Stress,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2015,04,6.5,6.66,-0.124,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2015,05,6.5,7.16,-0.52,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2015,06,6.5,7.87,-1.07,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2015,07,6.5,6.91,-0.322,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2015,08,,,,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2015,09,,,,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2015,10,,,,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2015,11,5.2,6.19,-0.782,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2015,12,5.2,6.02,-0.645,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2016,01,6.5,5.91,0.472,Stress,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2016,02,6.5,6.03,0.373,Stress,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2016,03,6.5,6.5,0.002,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2016,04,5.8,6.83,-0.829,,Actual,KG,ETB,,,
Ethiopia,SNNPR,Turmi,Sorghum,Retail,2016,05,5.8,7.26,-1.172,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2007,01,2.19,1.82,0.387,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2007,02,2.2,1.7,0.516,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2007,03,2.25,1.86,0.408,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2007,04,2.3,2.24,0.061,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2007,05,2.3,2.84,-0.564,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2007,06,2.45,2.99,-0.56,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2007,07,2.4,3.47,-1.119,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2007,08,2.45,2.95,-0.525,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2007,09,2.5,3.51,-1.049,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2007,10,2.5,3.29,-0.82,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2007,11,2.5,3.29,-0.82,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2007,12,2.5,3.07,-0.598,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2008,01,2.6,3.48,-0.916,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2008,02,2.6,3.37,-0.798,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2008,03,2.6,3.52,-0.958,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2008,04,3.7,3.9,-0.212,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2008,05,5.5,4.5,1.038,Alert,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2008,06,5.5,4.65,0.885,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2008,07,7.3,5.14,2.252,Crisis,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2008,08,5.6,4.62,1.024,Alert,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2008,09,7.3,5.17,2.218,Crisis,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2008,10,6.64,4.95,1.759,Alert,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2008,11,6.64,4.95,1.759,Alert,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2008,12,6,4.74,1.315,Alert,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2009,01,5.65,5.14,0.529,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2009,02,5.3,5.03,0.282,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2009,03,5.71,5.18,0.55,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2009,04,5.71,5.57,0.151,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2009,05,5.71,6.17,-0.474,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2009,06,6,6.31,-0.325,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2009,07,5.71,6.8,-1.134,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2009,08,5.8,6.28,-0.498,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2009,09,5.71,6.83,-1.168,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2009,10,5.71,6.61,-0.939,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2009,11,5.71,6.61,-0.939,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2009,12,5.71,6.4,-0.717,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2010,01,5.25,6.29,-1.068,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2010,02,5.71,6.26,-0.566,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2010,03,5.73,6.32,-0.613,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2010,04,5.74,6.53,-0.83,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2010,05,5.75,6.89,-1.177,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2010,06,5.95,6.97,-1.047,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2010,07,5.95,7.25,-1.303,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2010,08,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2010,09,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2010,10,4.5,6.6,-1.994,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2010,11,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2010,12,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2011,01,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2011,02,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2011,03,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2011,04,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2011,05,4.28,6.8,-2.221,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2011,06,4.47,6.75,-1.916,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2011,07,5.71,7.16,-1.209,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2011,08,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2011,09,5.71,7.12,-1.162,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2011,10,5.71,6.57,-0.707,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2011,11,5.71,6.79,-0.891,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2011,12,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2012,01,5.71,6.27,-0.463,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2012,02,6.85,6.55,0.249,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2012,03,6.85,6.67,0.155,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2012,04,6.85,6.89,-0.038,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2012,05,7,6.91,0.076,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2012,06,7,7.05,-0.041,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2012,07,7.61,7.6,0.009,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2012,08,7.65,7.57,0.075,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2012,09,7.7,7.68,0.015,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2012,10,7.45,7.25,0.177,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2012,11,7.5,7.52,-0.018,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2012,12,7.4,7.59,-0.175,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2013,01,6.8,7,-0.182,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2013,02,6.85,7.2,-0.321,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2013,03,8.57,7.62,0.886,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2013,04,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2013,05,8.6,7.83,0.713,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2013,06,7.8,7.84,-0.035,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2013,07,8.57,8.43,0.136,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2013,08,8.57,8.42,0.144,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2013,09,8.6,8.51,0.085,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2013,10,8.6,8.15,0.436,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2013,11,8.2,8.31,-0.111,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2013,12,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2014,01,8.2,7.92,0.276,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2014,02,7.95,8.06,-0.111,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2014,03,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2014,04,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2014,05,6.6,8.3,-1.65,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2014,06,6.85,8.28,-1.374,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2014,07,7.3,8.79,-1.417,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2014,08,6.85,8.56,-1.6,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2014,09,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2014,10,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2014,11,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2014,12,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2015,01,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2015,02,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2015,03,6.8,8.45,-1.525,,Actual,KG,ETB,,,
Ethiopia,Tigray,Abi Adi,Sorghum,Retail,2015,04,6.8,8.3,-1.373,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2012,01,5.5,5.13,0.667,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2012,02,5.7,5.36,0.602,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2012,03,5.9,5.55,0.631,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2012,04,5.8,5.8,0,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2012,05,5.8,5.54,0.468,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2012,06,6.1,6.55,-0.792,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2012,07,6,6.51,-0.91,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2012,08,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2012,09,6,7.01,-1.789,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2012,10,5.83,6.79,-1.705,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2012,11,5.7,6.61,-1.622,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2012,12,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2013,01,6.1,5.61,0.866,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2013,02,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2013,03,6.2,6.03,0.296,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2013,04,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2013,05,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2013,06,7.5,7.03,0.83,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2013,07,7,7,0,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2013,08,7.5,7.51,-0.01,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2013,09,8.5,7.49,1.789,Alert,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2013,10,8.5,7.28,2.176,Crisis,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2013,11,8,7.1,1.601,Alert,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2013,12,8,8,0,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2014,01,6,6.1,-0.181,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2014,02,6,6.34,-0.602,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2014,03,6,6.52,-0.928,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2014,04,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2014,05,6.25,6.51,-0.468,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2014,06,7.5,7.52,-0.038,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2014,07,8,7.49,0.91,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2014,08,8,7.99,0.01,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2014,09,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2014,10,7.5,7.76,-0.471,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2014,11,7.6,7.59,0.021,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2014,12,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2015,01,5.83,6.59,-1.352,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2015,02,6,6.49,-0.861,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2015,03,6,6.6,-1.057,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2015,04,6,6.41,-0.711,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Maize (white),Retail,2015,05,6,6.43,-0.751,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Sorghum,Retail,2011,05,4,4,0,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Sorghum,Retail,2011,06,4,4.1,-0.488,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Sorghum,Retail,2011,07,4.1,4.31,-1.078,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Sorghum,Retail,2011,08,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Sorghum,Retail,2011,09,4.8,4.78,0.101,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Sorghum,Retail,2011,10,5.15,4.9,1.28,Alert,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Sorghum,Retail,2011,11,4.6,4.71,-0.573,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Sorghum,Retail,2011,12,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Sorghum,Retail,2012,01,4.1,4.21,-0.573,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Sorghum,Retail,2012,02,5,4.85,0.775,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Sorghum,Retail,2012,03,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Sorghum,Retail,2012,04,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Sorghum,Retail,2012,05,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Sorghum,Retail,2012,06,,,,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Sorghum,Retail,2012,07,5.8,5.47,1.684,Alert,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Sorghum,Retail,2012,08,5.9,5.62,1.398,Alert,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Sorghum,Retail,2012,09,6,5.93,0.337,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Sorghum,Retail,2012,10,6,6.05,-0.253,,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Sorghum,Retail,2012,11,6,5.87,0.674,Stress,Actual,KG,ETB,,,
Ethiopia,Tigray,Adigrat,Sorghum,Retail,2012,12,5,5,0,,Actual,KG,ETB,,,
